Record.type,Ring,Species,Age,Sex,Grid,Site,Net,Day,Month,Year
R, P400507,GRETI,5,F,G+4,5,4,6,1,2002
R, N305978,ROBIN,6,,H+4,5,8,6,1,2002
N, P400620,ROBIN,6,,G+4,5,3,6,1,2002
N, P400632,ROBIN,5,,G+4,5,4,6,1,2002
N, P400633,ROBIN,5,,H+4,5,6,6,1,2002
R, P400980,ROBIN,5,,G+4,5,2,6,1,2002
N, P400621,YELHA,6,M,G+4,5,2,6,1,2002
N, P400622,YELHA,4,F,G+4,5,2,6,1,2002
N, P400623,YELHA,5,M,F+4,5,1,6,1,2002
N, P400624,YELHA,5,F,G+4,5,3,6,1,2002
N, P400625,YELHA,5,M,G+4,5,2,6,1,2002
N, P400626,YELHA,5,M,G+4,5,4,6,1,2002
N, P400627,YELHA,5,M,G+4,5,4,6,1,2002
N, P400628,YELHA,5,F,F+4,5,1,6,1,2002
N, P400629,YELHA,5,M,F+4,5,1,6,1,2002
N, P400630,YELHA,5,F,G+4,5,2,6,1,2002
N, P400631,YELHA,6,M,G+4,5,4,6,1,2002
N, P400636,YELHA,5,F,H+4,5,6,6,1,2002
R, RH94702,BLABI,6,F,I+4,5,10,31,3,2002
R, P400311,BLUTI,4,,G+4,5,4,31,3,2002
N, P400722,BLUTI,5,M,F+4,5,1,31,3,2002
N, P400721,DUNNO,6,,G+4,5,4,31,3,2002
N, P400720,ROBIN,5,,G+4,5,4,31,3,2002
N,  5Z1463,WREN,5,F,I+4,5,9,14,7,2002
N,  5Z1464,WREN,3J,,H+4,5,6,14,7,2002
N, P400890,BLACA,3J,M,H+4,5,5,14,7,2002
N, P400891,BLACA,3J,F,H+4,5,5,14,7,2002
N, P400896,BULLF,3J,,I+4,5,9,14,7,2002
N,  5Z1461,CHIFF,4,F,I+4,5,10,14,7,2002
R, P400593,DUNNO,4,M,G+4,5,3,14,7,2002
N, P400889,GRETI,3J,,G+4,5,3,14,7,2002
N,  5Z1462,LOTTI,3J,,G+4,5,4,14,7,2002
N,  5Z1467,LOTTI,3J,,G+4,5,3,14,7,2002
R, P400470,MARTI,4,,G+4,5,3,14,7,2002
R, N275300,ROBIN,4,,H+4,5,7,14,7,2002
N, P400892,ROBIN,3J,,H+4,5,8,14,7,2002
N, P400893,ROBIN,3J,,H+4,5,5,14,7,2002
N, P400895,ROBIN,3J,,I+4,5,10,14,7,2002
N, P400887,WILTI,3J,,G+4,5,2,14,7,2002
N, P400888,WILTI,3J,,G+4,5,3,14,7,2002
N, R123830,BULLF,3J,M,G+4,5,3,29,9,2002
N, R123831,BULLF,3J,M,G+4,5,3,29,9,2002
C, P671227,CHAFF,4,M,H+4,5,6,29,9,2002
N, R123824,CHAFF,4,F,G+4,5,2,29,9,2002
N, R123827,CHAFF,3J,M,F+4,5,1,29,9,2002
N, R123828,CHAFF,4,F,F+4,5,1,29,9,2002
N, R123834,CHAFF,3J,,G+4,5,4,29,9,2002
R, R123822,DUNNO,3J,,F+4,5,1,29,9,2002
N, R123825,DUNNO,4,,G+4,5,2,29,9,2002
N, R123826,DUNNO,3,,G+4,5,4,29,9,2002
N, R123829,DUNNO,3,,F+4,5,1,29,9,2002
N, R123833,DUNNO,3,,H+4,5,5,29,9,2002
N, R123837,MARTI,3,,H+4,5,7,29,9,2002
N, R123832,ROBIN,3J,,H+4,5,7,29,9,2002
N, R123835,ROBIN,3J,,G+4,5,4,29,9,2002
N,  AJD077,WREN,3,,F+4,5,1,17,11,2002
N, R123868,BLUTI,3,F,G+4,5,2,17,11,2002
N, R123855,CHAFF,3,M,G+4,5,3,17,11,2002
N, R123858,CHAFF,3,F,F+4,5,1,17,11,2002
N, R123859,CHAFF,4,M,F+4,5,1,17,11,2002
N, R123860,CHAFF,4,M,G+4,5,3,17,11,2002
N, R123861,CHAFF,3,F,F+4,5,1,17,11,2002
N, R123866,CHAFF,4,M,F+4,5,1,17,11,2002
N, R123867,CHAFF,3,F,F+4,5,1,17,11,2002
N, R123869,CHAFF,3,M,G+4,5,2,17,11,2002
R, R123946,CHAFF,3,F,F+4,5,1,17,11,2002
R, N275186,DUNNO,2,,G+4,5,4,17,11,2002
N, R123854,DUNNO,3,,G+4,5,4,17,11,2002
N, R123863,DUNNO,3,,G+4,5,3,17,11,2002
N, R123865,DUNNO,3,,F+4,5,1,17,11,2002
R, R123984,DUNNO,3,,G+4,5,3,17,11,2002
N, R123857,ROBIN,3,,F+4,5,1,17,11,2002
N, R123856,YELHA,4,F,G+4,5,3,17,11,2002
N, R123862,YELHA,4,F,G+4,5,2,17,11,2002
N, R123864,YELHA,4,F,G+4,5,3,17,11,2002
N, R123870,YELHA,4,M,G+4,5,3,17,11,2002
R,  1M1290,WREN,5,,H+4,5,8,5,1,2003
R, CF40633,BLABI,5,M,H+4,5,8,5,1,2003
R, R123808,BLUTI,5,F,I+4,5,10,5,1,2003
R, R123812,BLUTI,5,,I+4,5,10,5,1,2003
R, R123896,BLUTI,5,,G+4,5,2,5,1,2003
N, R353014,BLUTI,5,M,G+4,5,4,5,1,2003
R, P400701,BULLF,6,M,I+4,5,10,5,1,2003
N, R353010,DUNNO,6,,I+4,5,10,5,1,2003
N, R353011,DUNNO,4,,I+4,5,10,5,1,2003
N,  AJD131,GOLDC,5,M,G+4,5,4,5,1,2003
R, P400678,GRETI,6,M,H+4,5,7,5,1,2003
R, P400681,GRETI,6,F,H+4,5,7,5,1,2003
R, R123597,MARTI,5,,H+4,5,7,5,1,2003
R, R123600,MARTI,5,,F+4,5,1,5,1,2003
R, R123887,MARTI,4,,H+4,5,7,5,1,2003
R, R123864,YELHA,6,F,F+4,5,1,5,1,2003
N, R353009,YELHA,6,F,G+4,5,3,5,1,2003
N, R353013,YELHA,5,M,G+4,5,3,5,1,2003
N, R353017,YELHA,5,,H+4,5,6,5,1,2003
N, R353018,YELHA,5,M,G+4,5,3,5,1,2003
N, R353019,YELHA,5,M,G+4,5,4,5,1,2003
R, CF40658,BLABI,5,M,I+4,5,10,23,3,2003
N, CF40664,BLABI,5,M,F+4,5,1,23,3,2003
R, P400707,BLUTI,6,M,G+4,5,4,23,3,2003
R, P400746,BLUTI,6,F,G+4,5,4,23,3,2003
R, R123767,BLUTI,5,F,G+4,5,2,23,3,2003
R, R353094,BLUTI,5,,G+4,5,4,23,3,2003
N, R502538,BLUTI,5,,G+4,5,4,23,3,2003
N, R502541,BLUTI,5,,H+4,5,6,23,3,2003
N, R502544,BLUTI,5,,F+4,5,1,23,3,2003
N, R502539,CHAFF,5,M,H+4,5,6,23,3,2003
N, R502537,DUNNO,5,,G+4,5,3,23,3,2003
R, R353027,GRETI,5,M,G+4,5,4,23,3,2003
R,  5Z1450,LOTTI,4,,H+4,5,5,23,3,2003
N,  AJD150,LOTTI,4,,H+4,5,6,23,3,2003
R,  9Z3070,TREEC,4,,H+4,5,5,23,3,2003
N,  AJD176,WREN,5,F,G+4,5,2,25,5,2003
R, RR11932,BLABI,4,F,H+4,5,5,25,5,2003
N, R502607,BLACA,5,F,G+4,5,4,25,5,2003
R, R123886,BLUTI,5,,I+4,5,10,25,5,2003
R, R502524,BLUTI,5,F,H+4,5,6,25,5,2003
R, R123854,DUNNO,4,F,H+4,5,6,25,5,2003
N, R502604,DUNNO,4,M,F+4,5,1,25,5,2003
N, R502606,GARWA,4,,F+4,5,1,25,5,2003
R, RR11975,GRSWO,6,F,I+4,5,10,25,5,2003
R,  AJD227,WREN,2,,H+4,5,8,7,9,2003
N, R502839,BLACA,3,M,G+4,5,2,7,9,2003
R, R123889,BLUTI,4,,I+4,5,10,7,9,2003
N, CF40691,GRSWO,4,M,G+4,5,3,7,9,2003
R,  9Z3093,LOTTI,2,,H+4,5,5,7,9,2003
N,  AJD253,LOTTI,3,,G+4,5,3,7,9,2003
N,  AJD254,LOTTI,3,,G+4,5,3,7,9,2003
R, R502710,ROBIN,3,,I+4,5,9,7,9,2003
N, R502841,ROBIN,3J,,H+4,5,5,7,9,2003
R,  AJD242,TREEC,3,,I+4,5,10,7,9,2003
N,  AJD341,WREN,4,,H+4,5,6,26,10,2003
N, CF40695,BLABI,4,M,G+4,5,4,26,10,2003
N, VS50999,GREFI,3,F,G+4,5,2,26,10,2003
R, R502861,GRETI,3,F,G+4,5,3,26,10,2003
N, CF40696,GRSWO,4,F,H+4,5,6,26,10,2003
R, R502766,ROBIN,3,,H+4,5,6,26,10,2003
N, CT84002,BLABI,6,M,I+4,5,10,25,1,2004
N, CT84003,BLABI,6,F,I+4,5,10,25,1,2004
N, CT84100,BLABI,5,M,I+4,5,10,25,1,2004
R, R123600,MARTI,4,,G+4,5,2,25,1,2004
R, R123887,MARTI,4,,G+4,5,3,25,1,2004
N, RX57656,REDWI,5,,I+4,5,10,25,1,2004
R, CF40658,BLABI,6,M,I+4,5,10,28,3,2004
R, RH94775,BLABI,6,M,H+4,5,6,28,3,2004
R, RR11992,BLABI,6,F,F+4,5,1,28,3,2004
N, R353281,BLUTI,5,,H+4,5,5,28,3,2004
R, R502545,BLUTI,6,,H+4,5,5,28,3,2004
R, R353027,GRETI,6,M,I+4,5,10,28,3,2004
R, R353261,GRETI,5,F,G+4,5,4,28,3,2004
R, R353269,GRETI,5,F,G+4,5,4,28,3,2004
R, TA31270,GRETI,5,F,H+4,5,6,28,3,2004
R,  5Z1363,LOTTI,4,,G+4,5,2,28,3,2004
R,  AJD379,LOTTI,4,,H+4,5,7,28,3,2004
N,  AJD399,LOTTI,4,,H+4,5,6,28,3,2004
N,  AJD400,LOTTI,4,,H+4,5,6,28,3,2004
N,  AJD401,LOTTI,4,,I+4,5,10,28,3,2004
N,  AJD402,LOTTI,4,,I+4,5,10,28,3,2004
N, R353280,ROBIN,5,,I+4,5,9,28,3,2004
R, R502818,ROBIN,5,,H+4,5,7,28,3,2004
R,  AJD224,TREEC,5,,I+4,5,10,28,3,2004
N, CT84026,BLABI,3J,,H+4,5,7,23,5,2004
N, CT84027,BLABI,3J,,I+4,5,10,23,5,2004
N, R353363,BLACA,5,F,F+4,5,1,23,5,2004
N, R353365,BLACA,6,M,F+4,5,1,23,5,2004
R, P400487,CHAFF,6,M,G+4,5,4,23,5,2004
R, P400609,CHAFF,6,M,I+4,5,9,23,5,2004
N, R353362,CHAFF,4,F,G+4,5,4,23,5,2004
R, R502748,COATI,5,M,I+4,5,9,23,5,2004
N, R353361,DUNNO,6,M,H+4,5,6,23,5,2004
N, R353369,DUNNO,6,F,H+4,5,6,23,5,2004
R,  9Z3015,LOTTI,4,F,H+4,5,5,23,5,2004
R,  AJD296,LOTTI,4,F,H+4,5,5,23,5,2004
R,  AJD378,LOTTI,4,F,H+4,5,6,23,5,2004
N,  AJD423,LOTTI,3J,,H+4,5,7,23,5,2004
N,  AJD426,LOTTI,3J,,H+4,5,5,23,5,2004
N,  AJD427,LOTTI,3J,,H+4,5,5,23,5,2004
N,  AJD430,LOTTI,4,F,H+4,5,6,23,5,2004
N,  AJD431,LOTTI,3J,,H+4,5,6,23,5,2004
N, RX57661,SONTH,5,F,I+4,5,9,23,5,2004
N, RX57662,SONTH,5,M,I+4,5,9,23,5,2004
N,  AXL001,WREN,3,,G+4,5,2,12,9,2004
R, R353367,BLACA,4,F,G+4,5,2,12,9,2004
R, R353583,BLACA,3,M,G+4,5,4,12,9,2004
N, R353585,BLACA,3,F,G+4,5,3,12,9,2004
N, R353586,BLACA,3,M,G+4,5,4,12,9,2004
N, R353587,BLACA,3,M,G+4,5,4,12,9,2004
R, R558357,BLUTI,3,,G+4,5,4,12,9,2004
N, R353594,BULLF,3,M,G+4,5,2,12,9,2004
R, R502782,CHAFF,4,F,H+4,5,5,12,9,2004
N,  AJD499,CHIFF,3,,F+4,5,1,12,9,2004
N, R353584,DUNNO,3,,G+4,5,4,12,9,2004
R, CT84046,GRSWO,3,,H+4,5,6,12,9,2004
R,  AJD494,LOTTI,2,,H+4,5,6,12,9,2004
N, VR78788,NUTHA,3,M,G+4,5,4,12,9,2004
R, R353505,ROBIN,3,,G+4,5,3,12,9,2004
N, R353590,ROBIN,3J,,H+4,5,5,12,9,2004
N, DA51857,SPARR,5,M,F+4,5,1,12,9,2004
R,  AJD444,TREEC,3,,F+4,5,1,12,9,2004
R,  AJD495,TREEC,3,,I+4,5,9,12,9,2004
N,  AXL066,WREN,3,,F+4,5,1,31,10,2004
N,  AXL067,WREN,3,,H+4,5,7,31,10,2004
N, R353652,BLUTI,3,,F+4,5,1,31,10,2004
R, R353504,ROBIN,3,,I+4,5,10,31,10,2004
R,  AXL067,WREN,5,,H+4,5,5,9,1,2005
N, CT84066,BLABI,6,M,F+4,5,1,9,1,2005
N, R353679,BLUTI,5,,G+4,5,4,9,1,2005
N, R353681,BLUTI,5,,G+4,5,3,9,1,2005
R,  AXL050,GOLDC,5,M,H+4,5,6,9,1,2005
N,  AXL114,GOLDC,5,M,F+4,5,1,9,1,2005
R, VS50749,GRETI,6,F,G+4,5,2,9,1,2005
R,  AJD201,LOTTI,4,,I+4,5,10,9,1,2005
R,  AJD463,WREN,5,M,G+4,5,2,3,4,2005
R, R353701,BLUTI,5,,I+4,5,10,3,4,2005
R, R353709,BLUTI,5,,H+4,5,7,3,4,2005
R, R353864,BLUTI,5,,I+4,5,10,3,4,2005
N, R353873,BLUTI,5,,H+4,5,7,3,4,2005
R, R502791,BLUTI,6,,I+4,5,10,3,4,2005
N,  AXL135,CHIFF,4,,F+4,5,1,3,4,2005
R, R353730,GRETI,5,M,G+4,5,4,3,4,2005
N,  AXL138,LOTTI,4,F,H+4,5,8,3,4,2005
R, R558610,MARTI,5,,G+4,5,4,3,4,2005
R,  AXL148,WREN,5,M,G+4,5,3,11,6,2005
N,  AXL173,WREN,5,F,F+4,5,1,11,6,2005
N,  AXL174,WREN,5,F,H+4,5,7,11,6,2005
N,  AXL175,WREN,5,M,H+4,5,6,11,6,2005
R, CT84028,BLABI,6,M,G+4,5,2,11,6,2005
R, CT84030,BLABI,4,F,H+4,5,8,11,6,2005
N, CT84092,BLABI,3J,,I+4,5,10,11,6,2005
R, RH94775,BLABI,6,M,G+4,5,3,11,6,2005
R, RR11992,BLABI,6,F,G+4,5,3,11,6,2005
N, T663015,BLACA,5,M,G+4,5,2,11,6,2005
N, T663016,BLACA,4,M,G+4,5,3,11,6,2005
R, P400487,CHAFF,6,M,H+4,5,8,11,6,2005
R, R353398,DUNNO,5,,F+4,5,1,11,6,2005
R, R353636,DUNNO,5,M,H+4,5,7,11,6,2005
R, R353794,DUNNO,5,M,G+4,5,3,11,6,2005
R, R353802,DUNNO,4,F,G+4,5,3,11,6,2005
R, R353907,DUNNO,5,F,I+4,5,9,11,6,2005
R, R353913,DUNNO,6,M,I+4,5,10,11,6,2005
R, R353915,DUNNO,6,M,F+4,5,1,11,6,2005
N, T663008,DUNNO,3J,,H+4,5,8,11,6,2005
N, T663009,ROBIN,3J,,I+4,5,10,11,6,2005
N, T663019,ROBIN,3J,,I+4,5,10,11,6,2005
N, T663020,ROBIN,3J,,I+4,5,10,11,6,2005
R, RX57666,SONTH,5,M,G+4,5,3,11,6,2005
N, CT84210,BLABI,4,,H+4,5,5,4,9,2005
N, CT84211,BLABI,3J,,H+4,5,5,4,9,2005
N, R353151,BULLF,3J,,H+4,5,5,4,9,2005
N, R353150,ROBIN,3J,,H+4,5,5,4,9,2005
R, R353453,WILTI,4,,I+4,5,9,4,9,2005
N, CT84217,BLABI,3,M,I+4,5,10,27,11,2005
N, CT84218,BLABI,3,F,G+4,5,4,27,11,2005
N, CT84219,BLABI,4,M,I+4,5,10,27,11,2005
N, CT84220,BLABI,3,F,I+4,5,9,27,11,2005
R, R353111,BLUTI,3,,H+4,5,5,27,11,2005
R, R353149,BLUTI,3,,G+4,5,4,27,11,2005
N, T663150,BLUTI,4,M,F+4,5,1,27,11,2005
R, R502925,COATI,4,,G+4,5,4,27,11,2005
R, T663062,COATI,2,,F+4,5,1,27,11,2005
N,  AXL329,GOLDC,3,M,H+4,5,5,27,11,2005
N,  AXL330,GOLDC,3,F,H+4,5,5,27,11,2005
N,  AXL331,GOLDC,3,F,G+4,5,3,27,11,2005
N,  AXL334,GOLDC,3,M,H+4,5,8,27,11,2005
N,  AXL335,GOLDC,3,M,G+4,5,3,27,11,2005
R, R502985,GRETI,4,F,F+4,5,1,27,11,2005
R, VS50907,GRETI,4,M,F+4,5,1,27,11,2005
R,  AXL136,LOTTI,2,,I+4,5,10,27,11,2005
N,  AXL332,LOTTI,2,,G+4,5,3,27,11,2005
N,  AXL333,LOTTI,2,,G+4,5,4,27,11,2005
N,  AXL336,LOTTI,2,,G+4,5,3,27,11,2005
N,  AXL337,LOTTI,2,,G+4,5,4,27,11,2005
N,  AXL338,LOTTI,2,,G+4,5,4,27,11,2005
R,  AXL257,TREEC,3,,H+4,5,6,27,11,2005
R, CT84217,BLABI,5,M,H+4,5,8,5,3,2006
R, R353711,BLUTI,6,,H+4,5,5,5,3,2006
R, R353864,BLUTI,6,,G+4,5,2,5,3,2006
R, R353869,BLUTI,6,,H+4,5,7,5,3,2006
R, R558192,BLUTI,6,,G+4,5,4,5,3,2006
R, R558268,BLUTI,6,,H+4,5,5,5,3,2006
R, T663158,BLUTI,5,,H+4,5,7,5,3,2006
N, T663206,BLUTI,5,,H+4,5,6,5,3,2006
R, R353528,BULLF,6,M,H+4,5,6,5,3,2006
R, R353945,BULLF,6,F,H+4,5,7,5,3,2006
C, T100530,GRETI,5,F,H+4,5,5,5,3,2006
R, T663148,GRETI,4,M,H+4,5,5,5,3,2006
R, T663175,GRETI,5,F,G+4,5,4,5,3,2006
R, T663180,GRETI,5,M,G+4,5,4,5,3,2006
R,  AJD399,LOTTI,4,,H+4,5,7,5,3,2006
R,  AXL269,LOTTI,4,,G+4,5,2,5,3,2006
N,  AXL378,LOTTI,4,,G+4,5,3,5,3,2006
N,  AXL379,LOTTI,4,,G+4,5,2,5,3,2006
C,  BBY544,LOTTI,4,,H+4,5,5,5,3,2006
N, T663213,REEBU,5,F,I+4,5,9,5,3,2006
R, R353506,ROBIN,6,,H+4,5,5,5,3,2006
R, R353530,ROBIN,6,,G+4,5,2,5,3,2006
R, R353669,ROBIN,6,,H+4,5,8,5,3,2006
N, V053905,BLUTI,5,,I+4,5,10,2,4,2006
N, V053906,BLUTI,5,,I+4,5,10,2,4,2006
R, R353127,BULLF,6,F,G+4,5,3,2,4,2006
N,  2U4101,CHIFF,4,,G+4,5,2,2,4,2006
R, R353794,DUNNO,6,M,G+4,5,3,2,4,2006
R, R353913,DUNNO,6,M,I+4,5,9,2,4,2006
N, V053902,DUNNO,4,,I+4,5,9,2,4,2006
R, T663104,GRETI,5,F,H+4,5,6,2,4,2006
R, T663215,GRETI,5,M,G+4,5,3,2,4,2006
R, T663236,GRETI,5,F,G+4,5,3,2,4,2006
N, V053901,GRETI,5,F,F+4,5,1,2,4,2006
R,  AJD400,LOTTI,4,F,I+4,5,10,2,4,2006
N, V053914,ROBIN,5,,G+4,5,3,2,4,2006
R, CT84028,BLABI,6,M,I+4,5,9,11,6,2006
R, CT84234,BLABI,5,M,G+4,5,4,11,6,2006
N, CT84259,BLABI,5,F,H+4,5,8,11,6,2006
N, CT84260,BLABI,6,F,H+4,5,5,11,6,2006
R, R502719,BLACA,4,F,H+4,5,8,11,6,2006
R, R353848,BULLF,6,F,G+4,5,2,11,6,2006
R, T663260,BULLF,5,M,I+4,5,10,11,6,2006
R, T663294,BULLF,5,M,H+4,5,6,11,6,2006
N, T663341,CHAFF,5,M,F+4,5,1,11,6,2006
R, T663147,DUNNO,5,M,H+4,5,5,11,6,2006
R, T663267,DUNNO,4,M,H+4,5,5,11,6,2006
N, T663347,DUNNO,3J,,H+4,5,8,11,6,2006
R, T663220,ROBIN,5,F,I+4,5,9,11,6,2006
N,  AXL424,TREEC,3J,,F+4,5,1,11,6,2006
N, T663342,WILTI,3J,,G+4,5,2,11,6,2006
N, R558892,BLACA,5,M,F+4,5,1,10,9,2006
R, T663419,BLACA,4,M,G+4,5,2,10,9,2006
N, R558894,BLUTI,3J,,H+4,5,5,10,9,2006
R, T663197,CHAFF,2,M,H+4,5,5,10,9,2006
R,  AXL486,CHIFF,4,,H+4,5,8,10,9,2006
R, R558876,MARTI,3,,I+4,5,10,10,9,2006
N, TC61197,NUTHA,3,F,F+4,5,1,10,9,2006
N, R558895,ROBIN,3J,,H+4,5,8,10,9,2006
N, R558896,ROBIN,3,,G+4,5,4,10,9,2006
N, R558900,ROBIN,3,,F+4,5,1,10,9,2006
N, V053928,ROBIN,3J,,I+4,5,9,10,9,2006
R, R558804,BLUTI,3,,I+4,5,10,12,11,2006
N, R558910,BLUTI,3,,I+4,5,10,12,11,2006
R, V053915,BLUTI,3,,I+4,5,10,12,11,2006
R,  2U4170,GOLDC,3,M,I+4,5,10,12,11,2006
R,  2U4182,GOLDC,3,M,I+4,5,10,12,11,2006
N,  BYP504,GOLDC,3,M,F+4,5,1,12,11,2006
N,  BYP518,GOLDC,3,M,I+4,5,10,12,11,2006
R, R558475,GRETI,3,M,I+4,5,10,12,11,2006
R, VS50954,GRETI,4,M,G+4,5,2,12,11,2006
R,  AJD298,LOTTI,2,,G+4,5,2,12,11,2006
R,  AXL318,LOTTI,2,,I+4,5,10,12,11,2006
R,  AXL324,LOTTI,2,,I+4,5,10,12,11,2006
R, CT84268,BLABI,5,F,H+4,5,6,4,2,2007
N, CT84292,BLABI,5,F,F+4,5,1,4,2,2007
R, R558268,BLUTI,6,M,H+4,5,7,4,2,2007
N, R558984,BLUTI,5,,F+4,5,1,4,2,2007
R, T663226,BLUTI,4,,H+4,5,6,4,2,2007
N, R558997,BULLF,5,F,H+4,5,6,4,2,2007
R, R558928,CHAFF,5,M,H+4,5,7,4,2,2007
R, R353913,DUNNO,6,,G+4,5,4,4,2,2007
N, R558985,DUNNO,5,,G+4,5,4,4,2,2007
R, R558929,GRETI,5,M,H+4,5,5,4,2,2007
N, R558998,GRETI,5,F,H+4,5,8,4,2,2007
R, TC61041,GRETI,6,M,H+4,5,6,4,2,2007
N, CT84293,MISTH,5,,G+4,5,4,4,2,2007
R, R558895,ROBIN,5,,H+4,5,6,4,2,2007
N, R558992,ROBIN,5,,G+4,5,3,4,2,2007
N,  BYP588,WREN,6,,G+4,5,2,8,4,2007
R, CT84028,BLABI,6,M,G+4,5,4,8,4,2007
N,  BYP589,CHIFF,4,,G+4,5,2,8,4,2007
N,  BYP591,CHIFF,5,,G+4,5,4,8,4,2007
C, V184864,GRETI,5,M,H+4,5,7,8,4,2007
R,  AJD242,TREEC,6,M,F+4,5,1,8,4,2007
N,  BYP666,WREN,3J,,H+4,5,7,8,7,2007
N,  BYP670,WREN,3J,,G+4,5,3,8,7,2007
R, CT84259,BLABI,6,F,I+4,5,10,8,7,2007
R, CT84282,BLABI,4,F,I+4,5,10,8,7,2007
N, CT84328,BLABI,3J,,I+4,5,9,8,7,2007
N, CT84329,BLABI,5,M,I+4,5,9,8,7,2007
N, CT84332,BLABI,3J,,I+4,5,10,8,7,2007
N, V475231,BLACA,3J,,G+4,5,2,8,7,2007
N,  BYP667,CHIFF,3J,,H+4,5,7,8,7,2007
N,  BYP668,CHIFF,4,M,H+4,5,8,8,7,2007
N,  BYP669,CHIFF,4,M,H+4,5,7,8,7,2007
N,  BYP671,CHIFF,5,M,H+4,5,5,8,7,2007
R, BE34067,GRETI,3J,,H+4,5,6,8,7,2007
R, V475213,MARTI,3J,,H+4,5,7,8,7,2007
N, BE34099,NUTHA,3J,M,H+4,5,7,8,7,2007
N, BE34100,NUTHA,3J,,H+4,5,8,8,7,2007
R, V475162,ROBIN,3J,,H+4,5,8,8,7,2007
R, V475201,ROBIN,3J,,I+4,5,10,8,7,2007
N, V475228,ROBIN,3J,,I+4,5,9,8,7,2007
N, V475229,ROBIN,4,,F+4,5,1,8,7,2007
N, V475230,ROBIN,3J,,H+4,5,6,8,7,2007
N, V475232,ROBIN,3J,,H+4,5,7,8,7,2007
N, V475233,ROBIN,3J,,I+4,5,10,8,7,2007
R, RX57817,SONTH,5,M,H+4,5,8,8,7,2007
N, V475323,BLACA,3J,M,G+4,5,4,26,8,2007
N, V475327,BLUTI,3J,,G+4,5,4,26,8,2007
N, V475324,COATI,3J,,G+4,5,4,26,8,2007
R, TC61489,GRETI,3J,,H+4,5,6,26,8,2007
N, V475325,MARTI,3,,G+4,5,4,26,8,2007
N, V475322,ROBIN,3J,,H+4,5,5,26,8,2007
R,  AJD004,TREEC,4,,G+4,5,2,26,8,2007
R, R353935,BULLF,4,M,H+4,5,6,17,11,2007
N, V475436,DUNNO,2,,F+4,5,1,17,11,2007
R, V475399,ROBIN,3,,G+4,5,4,17,11,2007
R, CT84329,BLABI,6,M,H+4,5,8,24,2,2008
N, V475548,CHAFF,6,M,F+4,5,1,24,2,2008
R, V475480,GRETI,5,F,F+4,5,1,24,2,2008
R, V475509,GRETI,5,M,G+4,5,3,24,2,2008
N, V475549,GRETI,6,F,G+4,5,2,24,2,2008
R,  AJD400,LOTTI,4,,I+4,5,9,24,2,2008
R,  BYP618,LOTTI,4,,I+4,5,9,24,2,2008
R,  BYP718,LOTTI,4,,G+4,5,2,24,2,2008
N,  BYP817,LOTTI,4,,F+4,5,1,24,2,2008
R, T663083,WILTI,4,,G+4,5,2,24,2,2008
R,  BYP692,WREN,5,,H+4,5,7,6,4,2008
N,  BYP824,WREN,5,,G+4,5,3,6,4,2008
R, V475487,BLUTI,5,,G+4,5,2,6,4,2008
N, V475593,BLUTI,5,M,F+4,5,1,6,4,2008
N, V475592,CHAFF,5,F,I+4,5,9,6,4,2008
N, V475595,CHAFF,5,F,I+4,5,10,6,4,2008
N,  BYP823,CHIFF,4,,G+4,5,3,6,4,2008
R, TC61120,GRETI,6,M,H+4,5,8,6,4,2008
R, TC61470,GRETI,4,M,I+4,5,9,6,4,2008
R, V475412,GRETI,5,F,H+4,5,8,6,4,2008
N, CT84389,MISTH,5,F,G+4,5,3,6,4,2008
R, BE34100,NUTHA,4,M,H+4,5,6,6,4,2008
R, R353669,ROBIN,4,,G+4,5,4,6,4,2008
R, T663435,ROBIN,6,,F+4,5,1,6,4,2008
R, V475445,ROBIN,5,,F+4,5,1,6,4,2008
R,  AXL134,TREEC,6,,H+4,5,8,6,4,2008
R, V475219,BLACA,4,M,H+4,5,5,15,6,2008
N, V475679,CHAFF,5,M,G+4,5,4,15,6,2008
N, V475678,LESWH,4,,H+4,5,7,15,6,2008
R,  2U4178,LOTTI,4,,H+4,5,7,15,6,2008
N, V475676,ROBIN,3J,,H+4,5,6,15,6,2008
N, V475680,ROBIN,3J,,H+4,5,8,15,6,2008
N,  BYP910,WREN,3,,G+4,5,3,25,8,2008
N,  BYP911,WREN,3,,H+4,5,7,25,8,2008
N,  BYP913,WREN,3J,,G+4,5,3,25,8,2008
N,  BYP912,CHIFF,3J,,I+4,5,9,25,8,2008
N, V475808,ROBIN,3,,G+4,5,4,25,8,2008
N, V475884,BULLF,4,F,H+4,5,5,16,11,2008
N, V475890,ROBIN,3,,G+4,5,2,16,11,2008
N, CT84157,BLABI,5,F,G+4,5,3,1,3,2009
R, V475005,BLUTI,6,M,H+4,5,5,1,3,2009
N, V475969,DUNNO,6,,F+4,5,1,1,3,2009
N,  AVL393,GOLDC,5,M,H+4,5,6,1,3,2009
R,  BYP984,GOLDC,5,M,H+4,5,7,1,3,2009
R, TJ49618,GRETI,5,F,G+4,5,4,1,3,2009
R,  ARB134,LOTTI,4,,G+4,5,3,1,3,2009
C,  BXA432,LOTTI,4,,G+4,5,3,1,3,2009
N, V475956,ROBIN,5,,H+4,5,8,1,3,2009
N, RX57845,SONTH,4,,G+4,5,2,1,3,2009
R,  AXL119,TREEC,6,,F+4,5,1,1,3,2009
