Year,Site,BLABI,BLACA,BLUTI,BRAMB,BULLF,BUZZA,CHAFF,CHIFF,COATI,DUNNO,GARWA,GOLDC,GOLDF,GREFI,GRETI,GREWO,GRSWO,HOUSP,JAY,KESTR,LESWH,LESWO,LOEOW,LOTTI,MAGPI,MARTI,MISTH,NUTHA,PIEWA,REDPO,REDWI,REEBU,ROBIN,SKYLA,SONTH,SPARR,SPOFL,STARL,STODO,TAWOW,TREEC,TREPI,TRESP,TURDO,WHITE,WILTI,WILWA,WOODC,WOODP,WREN,YELHA
2004,6,1.25,0.375,1.25,0,0,0,0,0.25,0,0.5,0,1.75,0,0,0.875,0,0,0,0,0,0,0,0,1.5,0,0.25,0,0,0,0,0,0,0.625,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,1.125,0
2005,6,1.375,0.25,1.75,0,1.125,0,0.875,0,0.5,1.375,0,2.25,0,0,0.375,0,0,0,0,0,0,0,0,2.25,0,0.625,0,0,0,0,0,0,1.875,0,0.25,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0.125,1.875,0
2006,6,1.5,1.25,1.375,0.25,0,0,0.75,0,0.25,0,0,1.125,0,0,0.75,0,0,0,0,0,0,0,0,1.625,0,0.25,0,0,0,0,0,0,1.75,0,0.75,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.125,0
2007,6,1,0.5,1.125,0,0.125,0,0.125,0.125,0,0.125,0,0.5,0,0,0.625,0,0,0,0,0,0,0,0,1.5,0,0.125,0,0,0,0,0,0,1.125,0,0.375,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1,0
2008,6,0.875,1,2.5,0,0.25,0,0.75,0.25,1.5,0.25,0,2.5,0,0,1.75,0,0,0,0,0,0,0,0,6.25,0,0.25,0,0.25,0,0,0,0,1.875,0,0.25,0,0,0,0,0,1.75,0,0,0,0,0.5,0,0,0,3.375,0
2009,6,1.25,0.5,0,0,0.75,0,0,1,0,0.75,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0.125,0,0.5,0,0,0,0,0,0,1.625,0,0,0,0,0,0,0,0.75,0,0,0,0,0.25,0,0,0,1.125,0
2010,6,2.125,1,1.5,0,0.875,0,0.75,0,0.5,0.375,0,0.625,0,0,1,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0.125,0,0,0,0,1.5,0,0.25,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,1.125,0
2011,6,0.75,0.75,1.375,0,0.25,0,0,0.5,0.25,0.5,0,0.625,0,0,1.625,0,0,0,0,0,0,0,0,0.625,0,0,0,0.125,0,0,0,0,1,0,1,0.125,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,1.875,0
2012,6,1.25,0.75,0.625,0,0,0,0,0.25,0,0.75,0,0.125,0,0,1.375,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,2,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2.5,0
2013,6,1.125,0.5,1,0,0.625,0,0,0.75,0.25,0,0,1.375,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0.375,0.25,0.125,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,1.375,0
2014,6,1.75,1.25,0.125,0,0.25,0,0,1,0.125,0.75,0,0.375,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.25,0,0,0,0,0.125,0.5,0,0,0,0,0,0,0,0,2.25,0
2015,6,2,1.75,0,0,0.5,0,0,0,0,0.75,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,2.5,0
2016,6,2.25,0.875,0.25,0,1.5,0,0.875,0.625,0,0.625,0,1.25,0,0,0.5,0,0,0,0,0,0,0,0,0.75,0,0.125,0,0,0,0,0,0,1.75,0,0.5,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0.125,1.875,0
2017,6,1.375,1.75,1,0,0.5,0,0.875,0.25,0,0.375,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,0.625,0,0.25,0,0.25,0,0,0,0,3,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,2.125,0
2018,6,0.75,0.875,1.375,0,0.75,0,0,0.25,0,0.375,0,0.5,0,0,1.25,0,0,0,0,0,0,0,0,1.75,0,1.125,0,0.125,0,0,0,0,2.125,0,0.25,0,0.25,0,0,0,0.625,0,0,0,0,0,0,0,0,0.625,0
2019,6,1.75,1.375,2.125,0,0.25,0,0.375,0.375,0,0.875,0,0.5,0,0,0.875,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.125,0,0,0,0,1.625,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.875,0
2020,6,2.333333333,0.333333333,2.666666667,0,1,0,0,0,0.333333333,1,0,2.666666667,0,0,0.666666667,0,0,0,0,0,0,0,0,1,0,1.333333333,0,0,0,0,0,0,3.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0.666666667,0
2021,6,2,2,0.166666667,0,1.833333333,0,0.333333333,1.5,0,1.166666667,0,0.333333333,0,0,0.666666667,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0.166666667,0,0.166666667,0,0,0,0,1.333333333,0,0.833333333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0
2022,6,4.5,2,2.666666667,0,0.833333333,0,0.166666667,1.666666667,0,2.166666667,0,0.333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0,0,2.166666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.833333333,0
1978,7,4.625,0.25,1.75,0,1.5,0,0.5,0,0.5,1.75,0,1.375,0,0,0.125,0,0,0,0.25,0,0,0,0,1.625,0,0,0,0,0,0,0,0,2,0,0.375,0,0.25,0,0,0,0.25,0,0.25,0,0,0.625,0,0,0.25,3.5,0
1979,7,1.25,0,2.25,0,2.25,0,0.75,0,0.25,2.75,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0,0,0.75,0,0,0,0,1,0,0,0,0,0
1980,7,3,1.25,2.25,0,0.75,0,0.75,0.25,0.25,2,1,1.5,0,1.25,0.75,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,1.5,0,0,0.75,0,0,0.5,0,0.75,0,0,0.5,0.5,0,0.25,2.25,0
1981,7,2,1.5,8.75,0,1.375,0,0.5,0,0.375,1.875,0.5,1.5,0,0,0.875,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,2.625,0,0.625,0,0.25,0,0,0,0.875,0,0.125,0,0,2,0.75,0,0.25,2,0
1982,7,1,0,0.75,0,0.375,0,0,0,0.125,1.375,0,1.375,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.875,0.25,0,0,1.25,0
1983,7,2.625,0.25,1.5,0,0.5,0,0.25,0,0.25,1.875,0,0.375,0,0,1.5,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.375,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.75,0.25,0,0,2.375,0
1984,7,1.125,0.25,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0.375,0,0.875,0,0,0.5,0,0,0.125,0,0,0,0,0.25,0,0,0,1.75,0
1985,7,1.375,0.125,3.375,0,1,0,0.125,0,0.25,0.25,0,0,0,0,1.625,0,0,0,0,0,0,0,0,1.75,0,0.25,0,0.25,0,0,0,0,1.25,0,0.125,0,0,0,0,0,0.375,0,0,0,0,0.5,0.5,0,0,0.875,0
1986,7,0.875,0.625,0.25,0,0.75,0,0,0,0,0.875,0.125,0,0,0.25,0.375,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0.125,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0
1987,7,1.666666667,2.333333333,5.333333333,0,1.166666667,0,0.333333333,0.166666667,0,1,0.5,0.166666667,0,0,3.666666667,0,0,0,0,0,0,0,0,1.166666667,0,0.166666667,0,0,0,0,0,0,1,0,0.166666667,0,0,0,0,0,1.5,0,0,0,0,1.666666667,0,0,0,3,0
1988,7,2.375,0.875,0.625,0,0.875,0,0.5,0,0,1.125,0.125,0.75,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0.375,0,0,0,0,0.625,0,0,0,1.125,0
1989,7,1.5,3.25,3.625,0,1,0,0.5,0.5,0,1.75,0,1.75,0,0,1.5,0,0,0,0,0,0,0,0,1,0,0.375,0,0,0,0,0,0,0.75,0,0.125,0.25,0,0,0,0,0.25,0,0,0,0,0.375,0,0,0,2.625,0
1990,7,1.5,1.375,1.5,0,0.625,0,0,0.375,0.5,0.25,0.5,3.5,0,0,0.75,0,0,0,0,0,0,0,0,3.875,0,0,0,0,0,0,0,0,1.625,0,0.75,0.375,0,0,0,0,0.5,0,0,0,0,1.25,0,0,0,4.25,0
1991,7,1.25,2.25,1,0,1,0,0.875,0.375,0.75,1.25,0.25,0,0,0,2.125,0,0,0,0.125,0,0,0,0,2.5,0,0.5,0,0,0,0,0,0,1.625,0,0.125,0,0,0,0,0,0.375,0,0,0,0,0.875,0,0,0,1.375,0
1992,7,2.125,1.25,3.625,0,1.125,0,0.125,0.25,1.375,0.25,0,3.5,0,0,1.25,0,0,0,0,0,0,0,0,3.25,0,0.75,0,0,0,0,0.25,0,1.25,0,0,0.125,0,0,0,0,1.5,0,0,0,0,0.75,0,0,0,1.75,0
1993,7,1.125,2.25,1,0,0.875,0,0.25,0.75,1.75,0.25,0.25,1,0,0,1.625,0,0,0,0,0,0,0,0,1.375,0,0.375,0,0,0,0,0,0,1.75,0,0,0.25,0,0,0,0,0.75,0,0,0,0,0.625,0,0,0,2.125,0
1994,7,1.375,2.75,2.5,0,1.75,0,0,1.75,0.375,0.875,0.25,0.5,0,0,1.25,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.125,0,0,0,0.25,0.5,0.25,0,0,4.75,0
1995,7,1.25,1.25,1.375,0,0.25,0,0,0.75,0.25,2,1,1.875,0,0,0.875,0,0,0,0,0,0,0,0,3.875,0,0.875,0,0,0,0,0,0,1.625,0,0.25,0.125,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,1.75,0
1996,7,1.625,0.25,1,0,1.25,0,0.5,1,0,0,0,0.5,0,0,1.625,0,0,0,0.125,0,0,0,0,1.125,0,1.5,0,0,0,0,0,0,0.625,0,0.5,0,0,0,0,0,0.625,0,0,0,0,0.375,0,0,0,0.5,0
1997,7,0.25,0.625,2.625,0,0.125,0,0,0.625,0.5,0.25,0.125,2.75,0,0,1.5,0,0,0,0,0,0,0,0,3.75,0,0.375,0,0,0,0,0,0,1.125,0,0.125,0,0,0,0,0,0.875,0,0,0,0,0.25,0,0,0,1.75,0
1998,7,1,0.875,1.5,0,0.25,0,0.125,1,0.5,0.125,0,3,0,0,0.375,0,0,0,0,0,0,0,0,1.5,0,0.5,0,0,0,0,0,0,1.375,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,1.375,0
1999,7,1.375,1.5,0,0,1.125,0,0.25,0.5,0.25,0.875,0,2.125,0,0,0.75,0,0,0,0,0.125,0,0,0,0.625,0,0,0,0,0,0,0.125,0,2,0,0.75,0,0,0,0,0,0.625,0,0,0,0,0.5,0,0,0,1.125,0
2000,7,0.166666667,0,0.5,0,1,0,0.166666667,0.333333333,1.666666667,1,0,4.833333333,0,0,0.333333333,0,0,0,0,0,0,0,0,1.666666667,0,0.5,0,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0.166666667,0,0,0.666666667,0
2001,7,0.5,0.666666667,1,0,0,0,0,0,0.833333333,0.333333333,0,0.833333333,0,0,1,0,0,0,0.166666667,0,0,0,0,3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.166666667,0,0,0,1.666666667,0
2002,7,1,1,0.5,0,0.166666667,0,0.166666667,0.333333333,0,0.166666667,0,1.666666667,0,0.166666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.5,0,0.166666667,0.166666667,0,0,0,0,0.833333333,0,0,0,0,0.666666667,0,0,0,1.166666667,0
2003,7,1,0.5,0.375,0,0.25,0,0.25,0,0.75,0.5,0,2.125,0,0,0.375,0,0,0,0,0.25,0,0,0,2.25,0,0,0,0,0,0,0,0,1.625,0,0.5,0,0,0,0,0,1,0,0,0,0,0.375,0,0,0,1,0
2004,7,0.25,1,0.875,0,0,0,0.25,0,1.125,0.5,0,2.25,0,0,1.125,0,0.25,0,0,0,0,0,0,1.875,0,0.5,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0.75,0,0,0,0,0.625,0,0,0,1.5,0
2005,7,1.5,1,0.5,0,0.75,0,0.5,0,0.5,0.25,0,0.75,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0.375,0,0.5,0,0,0,0,1.5,0,0,0.375,0,0,0,0,0.375,0,0,0,0,0.25,0,0,0,0.5,0
2006,7,1.375,0.5,2.375,0,0.25,0,0.25,0,0.375,0,0,2,0,0,1.375,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.25,0,0,0,1.125,0
2007,7,1.625,1.25,1.125,0,0.5,0,0,0.5,0,0,0,0.25,0,0,1.5,0,0,0,0,0,0,0,0,0.875,0,0.25,0,0.25,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.125,0
2008,7,1.25,1.5,0.5,0,2.5,0,0.625,1,0.25,0,0,0.625,0,0,0.625,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2.125,0,0.625,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.75,0
2009,7,2.125,0.5,0.125,0,0,0,0,0.25,0,0.125,0,0.125,0,0,1.375,0,0.25,0,0,0,0,0,0,1.125,0,0.25,0.5,0,0,0,0,0,1.375,0,0.25,0.125,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.75,0
2010,7,3,4.25,3,0,0.75,0,0,3,1,1.25,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0.5,0,0.75,0,0,0,0,0,0,0.375,0,0.5,0.125,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,2.5,0
2011,7,0.625,5.5,0.25,0,0.25,0,0,1.75,0.5,0.5,0,0.375,0,0,1.5,0,0.25,0,0,0.125,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,0
2012,7,1.375,3.25,0,0,1,0,0.5,2.5,0,1.25,0,0.125,0,0,1.25,0,0,0,0,0,0,0,0,2.375,0,0.25,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,2,0
2013,7,3,2.25,1.875,0,1.5,0,1,3,0.375,1.875,0,0.5,0,0,1.75,0,0,0,0,0,0,0,0,0.625,0,0.875,0,0,0,0,0,0,1.375,0,0.125,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,2.625,0
2014,7,5.125,4.5,1.625,0,1.5,0,0.5,1,0.125,1,0,3.125,0,0,0.875,0,0,0,0,0,0,0,0,1.875,0,0.75,0,0,0,0,0,0,2.25,0,0.375,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,4.125,0
2015,7,2.25,3.25,1.25,0,3.5,0,0.25,2.75,1,0.75,0,0.875,0,0,1.875,0,0,0,0,0,0,0,0,1.875,0,1.125,0,0,0,0,0,0,2.125,0,0.125,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,2.25,0
2016,7,1.5,4.5,1.25,0,2.125,0,0.125,1.25,0.25,1.125,0,0.75,0,0,1.125,0,0.25,0,0,0,0,0,0,1.5,0,0.125,0,0.25,0,0,0,0,2.625,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0.25,0,0,2.625,0
2017,7,2.125,2.5,1,0,1,0,0.25,3.75,0,1.25,0,0.875,0,0,1.375,0,0,0,0,0,0,0,0,1.375,0,0.25,0,0.25,0,0,0,0,1.375,0,1,0,0,0,0,0,1.25,0,0,0,0,0,0.25,0,0,4.25,0
2018,7,3.25,4.625,4.5,0,3,0,0.125,4.875,0,2.125,0,0.375,0,0,3,0,0,0,0.25,0,0,0,0,1.375,0,0.5,0,0,0,0,0,0,1.5,0,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0
2019,7,3.875,2.375,2,0,1.75,0.25,0.25,1.875,0.125,1.25,0,0.5,0,0,1.625,0,0,0,0,0,0,0,0,1.125,0,0.125,0,0,0,0,0,0,1.875,0,0.625,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2.75,0
2020,7,5.666666667,1,3.333333333,0,0.666666667,0,0,2,0,1,0,1.333333333,0,0,3.333333333,0,0,0,0,0,0,0,0,1.333333333,0,0.333333333,0,0.666666667,0,0,0,0,1.666666667,0,0.333333333,0,0,0,0,0,1.333333333,0,0,0,0,0,0.333333333,0,0,2.666666667,0
2021,7,1.833333333,0.666666667,2.333333333,0,0,0,0,2.833333333,0,1.833333333,0,0.333333333,0,0,3,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0,0,0,2.166666667,0,0.666666667,0,0,0,0,0.166666667,1,0,0,0,0,0,0,0,0,1.333333333,0
2022,7,1.333333333,1.666666667,1.333333333,0,1.166666667,0,0,1.833333333,0,2.666666667,0,0.666666667,0,0,0.833333333,0,0.333333333,0,0,0,0,0,0,0.5,0,0.666666667,0,0.333333333,0,0,0,0,0.333333333,0,1,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,1.833333333,0
