Year,Site,BLABI,BLACA,BLUTI,BRAMB,BULLF,BUZZA,CHAFF,CHIFF,COATI,DUNNO,GARWA,GOLDC,GOLDF,GREFI,GRETI,GREWO,GRSWO,HOUSP,JAY,KESTR,LESWH,LESWO,LOEOW,LOTTI,MAGPI,MARTI,MISTH,NUTHA,PIEWA,REDPO,REDWI,REEBU,ROBIN,SKYLA,SONTH,SPARR,SPOFL,STARL,STODO,TAWOW,TREEC,TREPI,TRESP,TURDO,WHITE,WILTI,WILWA,WOODC,WOODP,WREN,YELHA
1978,1,27,9,21,0,12,0,2,1,6,18,1,9,0,9,5,0,0,0,1,0,0,0,0,15,0,0,0,0,0,1,0,0,20,0,4,0,0,0,0,0,5,0,2,0,0,7,1,0,1,13,0
1979,1,26,5,14,0,12,0,4,1,0,19,1,0,0,4,6,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,1,0,5,0,1,4,2,0,0,4,1
1980,1,13,19,23,0,12,0,1,2,0,13,1,7,0,0,9,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,10,0,1,0,0,0,3,0,2,0,0,4,12,0,0,4,0
1981,1,11,10,40,0,7,0,1,1,4,6,0,12,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,3,0,0,0,0,3,9,0,0,14,0
1982,1,11,1,19,0,8,0,0,0,4,6,0,5,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0
1983,1,10,9,18,0,18,0,1,0,1,0,0,2,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,9,0
1984,1,16,5,16,0,16,0,0,0,0,4,1,7,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,2,0,0,0,0,1,3,0,2,11,0
1985,1,15,5,3,0,6,0,2,1,1,7,0,4,0,2,7,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,1,0,12,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0
1986,1,20,7,19,0,6,0,2,1,2,5,1,2,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,7,0,1,0,0,0,1,0,0,0,0,2,6,0,2,4,0
1987,1,9,3,24,0,8,0,2,0,1,5,0,3,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,2,0,0,0,0,2,4,0,0,11,0
1988,1,9,2,13,0,0,0,1,0,4,5,0,14,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,0,1,2,0,0,0,0,4,0,0,0,0,1,0,0,0,13,0
1989,1,3,3,23,0,7,0,2,0,3,0,0,9,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,15,0
1990,1,7,3,12,0,6,0,0,0,3,1,0,11,0,0,7,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,10,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,8,0
1991,1,7,4,18,0,8,0,0,0,3,1,0,4,0,0,5,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,4,0
1992,1,7,4,15,0,1,0,0,0,6,0,0,10,0,0,6,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,7,0,0,0,0,2,0,0,0,9,0
1993,1,6,2,11,0,0,0,0,0,7,1,0,7,0,0,4,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,1,0,11,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,8,0
1994,1,11,5,20,0,2,0,3,0,6,4,0,8,0,0,7,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,21,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,9,0
1995,1,12,3,15,0,1,0,2,2,1,1,0,5,0,0,2,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,17,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0
1996,1,8,4,15,0,2,0,2,3,5,1,0,0,0,0,15,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,13,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0
1997,1,7,7,23,0,4,0,3,0,2,3,0,3,0,0,3,0,0,0,0,0,0,0,1,6,0,2,0,0,0,0,2,0,6,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0
1998,1,5,2,5,0,5,0,0,0,0,3,0,11,0,0,6,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,9,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0
1999,1,7,2,10,0,4,0,0,0,2,1,0,10,0,0,12,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,0
2000,1,2,3,22,0,0,0,0,2,8,1,0,16,0,0,8,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,4,0,3,1,0,0,0,0,5,0,0,0,0,2,0,0,0,8,0
2001,1,3,1,3,0,0,0,1,0,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0
2002,1,5,3,13,0,1,0,7,1,4,1,0,7,0,0,6,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,7,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,1,9,0
2003,1,3,0,18,0,0,0,1,0,7,2,0,8,0,0,21,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,9,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0
2004,1,10,4,11,0,0,0,2,0,7,0,0,9,0,0,6,0,0,0,1,0,0,0,0,10,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,4,0
2005,1,12,4,11,0,4,0,5,0,3,1,0,9,0,0,13,0,0,0,2,0,0,0,0,15,0,1,0,0,0,0,0,0,6,0,1,0,2,0,0,1,5,0,0,0,0,0,0,0,0,9,0
2006,1,6,6,10,0,3,0,4,0,2,4,0,7,0,0,14,0,0,0,1,0,0,0,0,2,0,2,0,2,0,0,0,0,8,0,2,1,2,0,0,0,4,0,0,0,0,1,0,0,1,9,0
2007,1,6,2,3,0,4,0,2,2,2,0,0,5,0,0,5,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,10,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,0
2008,1,12,1,9,0,1,0,5,1,1,2,0,6,0,0,7,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,11,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,10,0
2009,1,8,5,6,0,1,0,3,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,12,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0
2010,1,6,6,14,0,3,0,1,9,3,1,0,7,0,0,11,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0
2011,1,3,5,24,0,0,0,2,3,5,0,0,14,0,0,19,0,0,0,0,0,0,0,0,18,0,3,0,2,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0
2012,1,5,7,3,0,0,0,1,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,6,0
2013,1,10,3,10,0,3,0,0,1,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0
2014,1,3,1,4,0,4,0,2,1,3,2,0,8,0,0,8,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0
2015,1,9,9,15,0,0,0,1,0,2,2,0,11,0,0,10,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,11,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0
2016,1,5,7,11,0,0,0,2,3,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,19,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0
2017,1,10,5,9,0,8,0,2,3,0,2,0,8,0,0,8,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,17,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0
2018,1,6,3,14,0,2,0,1,2,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,6,0,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,6,0
2019,1,5,2,9,0,0,1,0,0,0,1,0,3,0,0,11,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,8,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0
2020,1,2,0,20,0,1,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0
2021,1,6,3,7,0,0,0,0,3,2,4,0,2,0,0,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0
2022,1,7,4,6,0,2,0,1,0,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0
1978,2,13,3,12,0,6,0,4,1,6,11,0,3,0,0,6,0,2,1,1,0,1,0,0,12,0,1,0,0,0,0,3,0,15,0,10,0,0,0,0,0,8,0,1,0,0,3,0,0,2,7,0
1979,2,12,5,6,0,7,0,2,1,2,6,0,6,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,6,0,0,0,0,2,2,0,0,4,0
1980,2,16,9,19,0,10,0,4,0,0,13,0,2,0,3,6,0,1,5,1,0,0,0,0,13,0,1,0,0,0,0,0,0,19,0,10,0,2,0,0,0,6,0,2,0,0,3,2,0,0,5,3
1981,2,17,3,15,0,1,0,4,0,1,9,0,7,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,19,0,5,0,0,0,0,0,3,0,0,0,0,4,1,0,0,13,0
1982,2,5,2,12,0,10,0,3,1,1,8,0,2,0,1,5,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,4,0,0,0,0,2,2,0,0,6,2
1983,2,13,3,13,0,1,0,2,0,3,2,0,7,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,1,2,0,0,0,0,0,1,0,0,3,0
1984,2,4,0,12,0,2,0,2,0,1,8,0,7,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,4,0,0,0,0,3,0,0,0,5,0
1985,2,5,2,14,0,6,0,1,0,6,1,0,7,0,0,12,0,0,0,1,0,0,0,0,17,0,1,0,1,0,0,1,0,6,0,3,1,0,0,0,0,4,0,0,0,0,2,1,0,0,1,0
1986,2,10,4,7,0,11,0,2,0,1,2,0,1,0,0,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,1,1,0
1987,2,4,2,13,0,7,0,3,1,3,3,0,5,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,2,0,4,1,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0
1988,2,11,0,14,0,4,0,2,1,1,3,0,9,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0
1989,2,24,2,9,0,0,0,5,0,4,6,0,2,0,0,15,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,8,0,2,0,0,0,0,0,3,0,0,0,0,2,1,0,0,5,0
1990,2,4,2,13,0,5,0,4,2,0,4,1,8,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0
1991,2,2,1,2,0,0,0,4,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,4,0
1992,2,1,0,21,0,0,0,0,0,8,1,0,10,0,0,3,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,2,0
1993,2,3,3,2,0,0,0,0,0,3,2,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0
1994,2,0,4,22,0,0,0,3,1,9,2,0,9,0,0,10,0,0,0,1,0,0,0,0,26,0,4,0,0,0,0,0,0,7,0,0,2,0,0,0,0,5,0,0,0,0,1,1,0,0,13,0
1995,2,7,11,13,0,0,0,0,1,1,2,0,8,0,0,3,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,9,0
1996,2,10,7,10,0,0,0,1,1,3,2,0,0,0,0,7,0,0,0,1,0,0,0,0,3,0,7,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,1,3,0
1997,2,4,2,5,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
1998,2,9,5,6,0,3,0,1,0,2,1,0,7,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,7,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,6,0
1999,2,7,2,8,0,1,0,2,0,3,2,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0
2000,2,1,1,10,0,0,0,3,0,4,0,0,8,0,0,7,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,0
2001,2,2,1,3,0,1,0,2,0,3,0,0,4,0,0,1,0,0,0,1,0,0,0,0,13,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0
2002,2,1,3,16,0,0,0,0,2,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,10,0
2003,2,1,3,16,0,1,0,0,1,3,3,0,10,0,0,12,0,0,0,3,0,0,0,0,11,0,2,0,0,0,0,0,0,8,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0
2004,2,5,6,10,0,3,0,1,1,3,7,0,3,0,0,10,0,1,0,1,0,0,0,0,7,0,0,0,1,0,0,0,0,7,0,6,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0
2005,2,10,4,6,0,4,0,2,4,0,2,1,2,0,0,9,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0
2006,2,14,4,34,0,6,0,2,1,2,5,0,9,0,0,12,0,0,0,1,0,0,0,0,43,0,5,0,4,0,0,0,0,7,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0
2007,2,10,11,9,0,2,0,3,4,2,1,0,1,0,0,5,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,2,0,6,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0
2008,2,9,5,3,0,5,0,2,0,0,3,0,6,0,0,7,0,0,0,0,0,0,0,0,6,0,2,2,0,0,0,0,0,8,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0
2009,2,9,11,10,0,1,0,2,2,3,2,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,2,3,1,0,0,0,0,14,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
2010,2,8,6,4,0,2,0,2,2,3,3,0,2,0,0,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0
2011,2,7,8,12,0,4,0,0,1,3,2,0,1,0,0,7,0,0,0,1,0,0,0,0,17,0,5,0,2,0,0,0,0,1,0,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,10,0
2012,2,7,5,8,0,3,0,0,6,1,0,0,3,0,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0
2013,2,7,2,4,0,2,0,2,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0
2014,2,12,5,14,0,0,0,2,1,0,5,0,3,0,0,9,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,5,0
2015,2,4,5,5,0,7,0,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,7,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7,0
2016,2,12,4,7,0,0,0,2,2,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,13,0,1,0,1,0,0,1,0,9,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0
2017,2,3,0,23,0,1,0,0,5,3,3,0,6,0,0,7,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,10,0,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,12,0
2018,2,6,0,9,0,0,0,1,1,0,1,0,4,0,0,11,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0
2019,2,18,8,12,0,5,0,0,1,2,1,0,2,0,0,15,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,7,0,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,6,0
2020,2,2,0,7,0,0,0,2,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
2021,2,5,3,3,0,0,0,0,2,1,2,0,1,0,0,4,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0
2022,2,5,2,2,0,1,0,0,0,1,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
1978,3,15,3,10,0,12,0,3,1,0,14,1,3,1,0,9,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,1,0,0,0,0,2,2,0,0,14,0
1979,3,19,9,3,0,10,0,3,2,3,9,0,3,0,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,0,3,0,1,0,1,6,9,0,0,7,0
1980,3,10,4,14,0,9,0,0,0,0,12,3,1,0,2,6,0,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,22,0,10,0,0,0,0,0,0,0,4,0,0,7,2,0,0,11,0
1981,3,7,6,6,0,9,0,1,2,2,10,0,8,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,6,0,7,0,0,0,0,0,2,0,5,0,0,2,3,0,0,21,0
1982,3,10,4,11,0,1,0,4,3,0,9,2,2,0,0,2,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,0,0,4,0,5,0,0,5,9,0,0,6,0
1983,3,10,4,11,0,8,0,3,0,3,6,0,11,0,4,14,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,6,0,2,0,0,0,3,0,1,0,0,7,0,0,0,9,0
1984,3,4,2,3,0,4,0,3,0,0,11,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,4,0,3,0,0,0,0,0,0,0,0,1,3,0,0,11,0
1985,3,8,2,5,0,6,0,2,0,0,8,2,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,2,0,0,0,0,1,0,0,0,0,2,4,0,0,6,0
1986,3,20,8,4,0,6,0,4,0,0,6,0,1,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0
1987,3,7,3,10,0,2,0,1,0,3,7,0,4,0,0,8,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,12,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,11,0
1988,3,15,5,5,0,6,0,4,1,0,7,2,6,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,4,0,0,0,0,2,1,0,0,12,0
1989,3,10,8,2,0,5,0,3,1,1,8,1,10,0,0,8,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,3,0,0,0,0,1,2,0,0,11,0
1990,3,9,2,5,0,2,0,1,0,3,6,1,15,0,0,3,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,0,19,0
1991,3,1,3,0,0,0,0,1,0,0,2,1,13,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0
1992,3,3,4,2,0,3,0,1,0,4,2,1,6,0,0,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,0,0,0,0,2,1,0,0,9,0
1993,3,4,6,9,0,3,0,0,0,4,5,0,10,0,1,7,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,6,0,1,0,0,0,0,0,3,0,0,0,0,5,0,0,0,10,0
1994,3,3,3,5,0,1,0,3,1,2,11,2,7,0,0,3,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,7,0,2,0,1,0,0,0,3,0,0,0,1,3,3,0,0,10,0
1995,3,8,10,6,0,0,0,3,0,2,9,2,8,0,0,4,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,12,0,1,0,2,0,0,0,3,0,0,0,2,4,0,0,0,12,0
1996,3,6,6,2,0,6,0,2,0,1,6,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1997,3,5,7,8,0,2,0,1,1,0,7,1,8,0,0,4,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5,0,0,0,0,0,2,0,0,10,0
1998,3,7,7,4,0,0,0,2,1,0,3,0,16,0,0,4,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0
1999,3,7,7,2,0,5,0,0,2,1,10,0,17,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,6,0
2000,3,6,5,6,0,1,0,3,0,4,7,0,7,0,0,3,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,20,0,6,0,0,0,0,0,5,0,0,0,0,4,0,0,0,15,0
2001,3,3,6,0,0,0,0,3,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,6,0
2002,3,9,8,0,0,2,0,1,5,7,9,0,11,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,3,2,0,0,0,0,0,0,0,0,0,6,0,0,1,12,0
2003,3,9,1,3,0,3,0,2,0,2,7,1,7,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0
2004,3,3,3,0,0,3,0,6,0,2,3,0,1,0,0,3,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,12,0,3,0,2,0,0,0,2,0,0,0,0,1,0,0,0,10,0
2005,3,4,6,1,0,0,0,4,1,0,8,0,6,1,0,4,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0
2006,3,9,6,3,0,0,0,2,0,2,3,0,5,0,0,6,0,1,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,8,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,12,0
2007,3,6,5,3,0,6,0,3,3,0,2,0,2,0,0,9,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,9,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0
2008,3,9,11,5,0,1,0,6,3,2,11,0,6,0,0,5,0,0,0,1,0,0,0,0,12,0,2,0,0,0,0,0,0,19,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,12,0
2009,3,10,8,1,0,5,0,4,1,0,9,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,0
2010,3,9,7,5,0,2,0,1,1,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,13,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0
